number_people,date,timestamp,is_weekend,is_holiday,temperature,is_start_of_semester,is_during_semester
67,2015-10-20 16:50:15-07:00,60615,0,0,70.01,0,1
67,2015-10-20 17:00:16-07:00,61216,0,0,68.89,0,1
93,2015-10-20 17:20:12-07:00,62412,0,0,68.89,0,1
87,2015-10-20 17:30:13-07:00,63013,0,0,68.89,0,1
101,2015-10-20 17:40:14-07:00,63614,0,0,68.89,0,1
88,2015-10-20 17:50:15-07:00,64215,0,0,68.89,0,1
88,2015-10-20 18:00:15-07:00,64815,0,0,67.46,0,1
93,2015-10-20 18:20:12-07:00,66012,0,0,67.46,0,1
94,2015-10-20 18:30:13-07:00,66613,0,0,67.46,0,1
95,2015-10-20 18:40:13-07:00,67213,0,0,67.46,0,1
101,2015-10-20 18:50:14-07:00,67814,0,0,67.46,0,1
88,2015-10-20 19:00:15-07:00,68415,0,0,66.01,0,1
72,2015-10-20 19:20:12-07:00,69612,0,0,66.01,0,1
70,2015-10-20 19:30:13-07:00,70213,0,0,66.01,0,1
64,2015-10-20 19:40:13-07:00,70813,0,0,66.01,0,1
78,2015-10-20 19:50:14-07:00,71414,0,0,66.01,0,1
67,2015-10-20 20:00:16-07:00,72016,0,0,65.49,0,1
71,2015-10-20 20:20:12-07:00,73212,0,0,65.49,0,1
64,2015-10-20 20:30:13-07:00,73813,0,0,65.49,0,1
68,2015-10-20 20:40:14-07:00,74414,0,0,65.49,0,1
67,2015-10-20 20:50:15-07:00,75015,0,0,65.49,0,1
81,2015-10-20 21:00:16-07:00,75616,0,0,65,0,1
80,2015-10-20 21:20:12-07:00,76812,0,0,65,0,1
90,2015-10-20 21:30:13-07:00,77413,0,0,65,0,1
90,2015-10-20 21:40:14-07:00,78014,0,0,65,0,1
94,2015-10-20 21:50:15-07:00,78615,0,0,65,0,1
100,2015-10-20 22:00:15-07:00,79215,0,0,63.69,0,1
98,2015-10-20 22:20:11-07:00,80411,0,0,63.69,0,1
83,2015-10-20 22:30:11-07:00,81011,0,0,63.69,0,1
83,2015-10-20 22:40:12-07:00,81612,0,0,63.69,0,1
70,2015-10-20 22:50:13-07:00,82213,0,0,63.69,0,1
72,2015-10-20 23:00:13-07:00,82813,0,0,63.49,0,1
74,2015-10-20 23:20:13-07:00,84013,0,0,63.49,0,1
68,2015-10-20 23:30:13-07:00,84613,0,0,63.49,0,1
68,2015-10-20 23:40:18-07:00,85218,0,0,63.49,0,1
54,2015-10-20 23:50:19-07:00,85819,0,0,63.49,0,1
58,2015-10-21 00:00:20-07:00,20,0,0,62.49,0,1
44,2015-10-21 00:20:12-07:00,1212,0,0,62.49,0,1
33,2015-10-21 00:30:12-07:00,1812,0,0,62.49,0,1
28,2015-10-21 00:40:14-07:00,2414,0,0,62.49,0,1
24,2015-10-21 00:50:14-07:00,3014,0,0,62.49,0,1
13,2015-10-21 01:00:15-07:00,3615,0,0,62.49,0,1
1,2015-10-21 05:20:12-07:00,19212,0,0,60.36,0,1
0,2015-10-21 05:30:13-07:00,19813,0,0,60.36,0,1
3,2015-10-21 05:40:13-07:00,20413,0,0,60.36,0,1
3,2015-10-21 05:50:14-07:00,21014,0,0,60.36,0,1
7,2015-10-21 06:00:15-07:00,21615,0,0,60.12,0,1
10,2015-10-21 06:20:12-07:00,22812,0,0,60.12,0,1
18,2015-10-21 06:30:13-07:00,23413,0,0,60.12,0,1
22,2015-10-21 06:40:15-07:00,24015,0,0,60.12,0,1
21,2015-10-21 06:50:16-07:00,24616,0,0,60.12,0,1
29,2015-10-21 07:00:17-07:00,25217,0,0,61.08,0,1
28,2015-10-21 07:20:11-07:00,26411,0,0,61.08,0,1
37,2015-10-21 07:30:12-07:00,27012,0,0,61.08,0,1
38,2015-10-21 07:40:12-07:00,27612,0,0,61.08,0,1
34,2015-10-21 07:50:14-07:00,28214,0,0,61.08,0,1
35,2015-10-21 08:00:15-07:00,28815,0,0,63.23,0,1
47,2015-10-21 09:20:12-07:00,33612,0,0,65.24,0,1
51,2015-10-21 09:30:13-07:00,34213,0,0,65.24,0,1
50,2015-10-21 09:40:14-07:00,34814,0,0,65.24,0,1
50,2015-10-21 09:50:14-07:00,35414,0,0,65.24,0,1
52,2015-10-21 10:00:15-07:00,36015,0,0,66.05,0,1
57,2015-10-21 10:20:12-07:00,37212,0,0,66.05,0,1
46,2015-10-21 10:30:12-07:00,37812,0,0,66.05,0,1
50,2015-10-21 10:40:13-07:00,38413,0,0,66.05,0,1
52,2015-10-21 10:50:13-07:00,39013,0,0,66.05,0,1
53,2015-10-21 11:00:14-07:00,39614,0,0,68.05,0,1
42,2015-10-21 11:20:12-07:00,40812,0,0,68.05,0,1
41,2015-10-21 11:30:12-07:00,41412,0,0,68.05,0,1
32,2015-10-21 11:40:13-07:00,42013,0,0,68.05,0,1
38,2015-10-21 11:50:13-07:00,42613,0,0,68.05,0,1
37,2015-10-21 12:00:14-07:00,43214,0,0,71,0,1
42,2015-10-21 12:20:12-07:00,44412,0,0,71,0,1
47,2015-10-21 12:30:12-07:00,45012,0,0,71,0,1
48,2015-10-21 12:40:13-07:00,45613,0,0,71,0,1
48,2015-10-21 12:50:14-07:00,46214,0,0,71,0,1
55,2015-10-21 13:00:15-07:00,46815,0,0,72.04,0,1
46,2015-10-21 13:20:12-07:00,48012,0,0,72.04,0,1
54,2015-10-21 13:30:13-07:00,48613,0,0,72.04,0,1
44,2015-10-21 13:40:13-07:00,49213,0,0,72.04,0,1
47,2015-10-21 13:50:14-07:00,49814,0,0,72.04,0,1
46,2015-10-21 14:00:15-07:00,50415,0,0,70.23,0,1
53,2015-10-21 14:20:12-07:00,51612,0,0,70.23,0,1
44,2015-10-21 14:30:13-07:00,52213,0,0,70.23,0,1
51,2015-10-21 14:40:14-07:00,52814,0,0,70.23,0,1
51,2015-10-21 14:50:14-07:00,53414,0,0,70.23,0,1
53,2015-10-21 15:00:15-07:00,54015,0,0,70.23,0,1
55,2015-10-21 15:20:11-07:00,55211,0,0,70.23,0,1
47,2015-10-21 15:30:12-07:00,55812,0,0,70.23,0,1
54,2015-10-21 15:40:12-07:00,56412,0,0,70.23,0,1
40,2015-10-21 15:50:13-07:00,57013,0,0,70.23,0,1
49,2015-10-21 16:00:13-07:00,57613,0,0,67.09,0,1
51,2015-10-21 16:20:13-07:00,58813,0,0,67.09,0,1
59,2015-10-21 16:30:13-07:00,59413,0,0,67.09,0,1
45,2015-10-21 16:40:14-07:00,60014,0,0,67.09,0,1
52,2015-10-21 16:50:15-07:00,60615,0,0,67.09,0,1
48,2015-10-21 17:00:16-07:00,61216,0,0,65.62,0,1
69,2015-10-21 17:20:13-07:00,62413,0,0,65.62,0,1
65,2015-10-21 17:30:13-07:00,63013,0,0,65.62,0,1
67,2015-10-21 17:40:14-07:00,63614,0,0,65.62,0,1
58,2015-10-21 17:50:14-07:00,64214,0,0,65.62,0,1
69,2015-10-21 18:00:15-07:00,64815,0,0,64.47,0,1
71,2015-10-21 18:20:12-07:00,66012,0,0,64.47,0,1
77,2015-10-21 18:30:13-07:00,66613,0,0,64.47,0,1
74,2015-10-21 18:40:14-07:00,67214,0,0,64.47,0,1
77,2015-10-21 18:50:15-07:00,67815,0,0,64.47,0,1
81,2015-10-21 19:00:16-07:00,68416,0,0,64.01,0,1
82,2015-10-21 19:20:12-07:00,69612,0,0,64.01,0,1
81,2015-10-21 19:30:12-07:00,70212,0,0,64.01,0,1
76,2015-10-21 19:40:13-07:00,70813,0,0,64.01,0,1
67,2015-10-21 19:50:13-07:00,71413,0,0,64.01,0,1
89,2015-10-21 20:00:14-07:00,72014,0,0,63.5,0,1
76,2015-10-21 20:20:12-07:00,73212,0,0,63.5,0,1
71,2015-10-21 20:30:13-07:00,73813,0,0,63.5,0,1
76,2015-10-21 20:40:14-07:00,74414,0,0,63.5,0,1
66,2015-10-21 20:50:15-07:00,75015,0,0,63.5,0,1
61,2015-10-21 21:00:15-07:00,75615,0,0,62.53,0,1
85,2015-10-21 21:20:13-07:00,76813,0,0,62.53,0,1
83,2015-10-21 21:30:13-07:00,77413,0,0,62.53,0,1
87,2015-10-21 21:40:14-07:00,78014,0,0,62.53,0,1
74,2015-10-21 21:50:15-07:00,78615,0,0,62.53,0,1
71,2015-10-21 22:00:15-07:00,79215,0,0,61.28,0,1
94,2015-10-21 22:20:12-07:00,80412,0,0,61.28,0,1
82,2015-10-21 22:30:13-07:00,81013,0,0,61.28,0,1
75,2015-10-21 22:40:14-07:00,81614,0,0,61.28,0,1
62,2015-10-21 22:50:15-07:00,82215,0,0,61.28,0,1
61,2015-10-21 23:00:15-07:00,82815,0,0,61,0,1
84,2015-10-21 23:20:12-07:00,84012,0,0,61,0,1
58,2015-10-21 23:30:13-07:00,84613,0,0,61,0,1
59,2015-10-21 23:40:13-07:00,85213,0,0,61,0,1
65,2015-10-21 23:50:14-07:00,85814,0,0,61,0,1
64,2015-10-22 00:00:14-07:00,14,0,0,60.8,0,1
50,2015-10-22 00:20:12-07:00,1212,0,0,60.8,0,1
39,2015-10-22 00:30:13-07:00,1813,0,0,60.8,0,1
24,2015-10-22 00:40:13-07:00,2413,0,0,60.8,0,1
19,2015-10-22 00:50:14-07:00,3014,0,0,60.8,0,1
19,2015-10-22 01:00:15-07:00,3615,0,0,60.24,0,1
0,2015-10-22 05:20:12-07:00,19212,0,0,60.53,0,1
2,2015-10-22 05:30:13-07:00,19813,0,0,60.53,0,1
0,2015-10-22 05:40:13-07:00,20413,0,0,60.53,0,1
2,2015-10-22 05:50:14-07:00,21014,0,0,60.53,0,1
8,2015-10-22 06:00:14-07:00,21614,0,0,60,0,1
13,2015-10-22 06:20:12-07:00,22812,0,0,60,0,1
10,2015-10-22 06:30:13-07:00,23413,0,0,60,0,1
15,2015-10-22 06:40:13-07:00,24013,0,0,60,0,1
19,2015-10-22 06:50:14-07:00,24614,0,0,60,0,1
22,2015-10-22 07:00:15-07:00,25215,0,0,60,0,1
28,2015-10-22 07:20:11-07:00,26411,0,0,60,0,1
16,2015-10-22 07:30:12-07:00,27012,0,0,60,0,1
28,2015-10-22 07:40:13-07:00,27613,0,0,60,0,1
32,2015-10-22 07:50:13-07:00,28213,0,0,60,0,1
31,2015-10-22 08:00:14-07:00,28814,0,0,61.45,0,1
44,2015-10-22 08:20:12-07:00,30012,0,0,61.45,0,1
42,2015-10-22 08:30:13-07:00,30613,0,0,61.45,0,1
48,2015-10-22 08:40:14-07:00,31214,0,0,61.45,0,1
36,2015-10-22 08:50:15-07:00,31815,0,0,61.45,0,1
43,2015-10-22 09:00:15-07:00,32415,0,0,61.97,0,1
49,2015-10-22 09:20:12-07:00,33612,0,0,61.97,0,1
41,2015-10-22 09:30:12-07:00,34212,0,0,61.97,0,1
43,2015-10-22 09:40:13-07:00,34813,0,0,61.97,0,1
42,2015-10-22 09:50:13-07:00,35413,0,0,61.97,0,1
54,2015-10-22 10:00:14-07:00,36014,0,0,63.68,0,1
49,2015-10-22 10:20:11-07:00,37211,0,0,63.68,0,1
36,2015-10-22 10:30:12-07:00,37812,0,0,63.68,0,1
46,2015-10-22 10:40:12-07:00,38412,0,0,63.68,0,1
42,2015-10-22 10:50:13-07:00,39013,0,0,63.68,0,1
42,2015-10-22 11:00:13-07:00,39613,0,0,64.7,0,1
50,2015-10-22 11:20:12-07:00,40812,0,0,64.7,0,1
47,2015-10-22 11:30:13-07:00,41413,0,0,64.7,0,1
52,2015-10-22 11:40:13-07:00,42013,0,0,64.7,0,1
51,2015-10-22 11:50:14-07:00,42614,0,0,64.7,0,1
42,2015-10-22 12:00:14-07:00,43214,0,0,66.99,0,1
59,2015-10-22 12:20:12-07:00,44412,0,0,66.99,0,1
43,2015-10-22 12:30:12-07:00,45012,0,0,66.99,0,1
50,2015-10-22 12:40:13-07:00,45613,0,0,66.99,0,1
43,2015-10-22 12:50:13-07:00,46213,0,0,66.99,0,1
49,2015-10-22 13:00:14-07:00,46814,0,0,67.84,0,1
44,2015-10-22 13:20:13-07:00,48013,0,0,67.84,0,1
50,2015-10-22 13:30:13-07:00,48613,0,0,67.84,0,1
53,2015-10-22 13:40:14-07:00,49214,0,0,67.84,0,1
39,2015-10-22 13:50:15-07:00,49815,0,0,67.84,0,1
43,2015-10-22 14:00:16-07:00,50416,0,0,67.76,0,1
49,2015-10-22 14:20:12-07:00,51612,0,0,67.76,0,1
43,2015-10-22 14:30:12-07:00,52212,0,0,67.76,0,1
43,2015-10-22 14:40:13-07:00,52813,0,0,67.76,0,1
48,2015-10-22 14:50:14-07:00,53414,0,0,67.76,0,1
53,2015-10-22 15:00:15-07:00,54015,0,0,68.76,0,1
48,2015-10-22 15:20:12-07:00,55212,0,0,68.76,0,1
56,2015-10-22 15:30:13-07:00,55813,0,0,68.76,0,1
54,2015-10-22 15:40:14-07:00,56414,0,0,68.76,0,1
53,2015-10-22 15:50:14-07:00,57014,0,0,68.76,0,1
57,2015-10-22 16:00:15-07:00,57615,0,0,69.83,0,1
55,2015-10-22 16:20:11-07:00,58811,0,0,69.83,0,1
51,2015-10-22 16:30:12-07:00,59412,0,0,69.83,0,1
63,2015-10-22 16:40:13-07:00,60013,0,0,69.83,0,1
53,2015-10-22 16:50:13-07:00,60613,0,0,69.83,0,1
63,2015-10-22 17:00:14-07:00,61214,0,0,69.2,0,1
74,2015-10-22 17:20:12-07:00,62412,0,0,69.2,0,1
78,2015-10-22 17:30:12-07:00,63012,0,0,69.2,0,1
82,2015-10-22 17:40:13-07:00,63613,0,0,69.2,0,1
63,2015-10-22 17:50:13-07:00,64213,0,0,69.2,0,1
55,2015-10-22 18:00:14-07:00,64814,0,0,67.36,0,1
76,2015-10-22 18:20:11-07:00,66011,0,0,67.36,0,1
66,2015-10-22 18:30:12-07:00,66612,0,0,67.36,0,1
79,2015-10-22 18:40:12-07:00,67212,0,0,67.36,0,1
77,2015-10-22 18:50:13-07:00,67813,0,0,67.36,0,1
73,2015-10-22 19:00:14-07:00,68414,0,0,66.8,0,1
54,2015-10-22 19:20:12-07:00,69612,0,0,66.8,0,1
59,2015-10-22 19:30:12-07:00,70212,0,0,66.8,0,1
56,2015-10-22 19:40:13-07:00,70813,0,0,66.8,0,1
66,2015-10-22 19:50:14-07:00,71414,0,0,66.8,0,1
53,2015-10-22 20:00:14-07:00,72014,0,0,65.7,0,1
68,2015-10-22 20:20:12-07:00,73212,0,0,65.7,0,1
59,2015-10-22 20:30:13-07:00,73813,0,0,65.7,0,1
55,2015-10-22 20:40:13-07:00,74413,0,0,65.7,0,1
53,2015-10-22 20:50:14-07:00,75014,0,0,65.7,0,1
54,2015-10-22 21:00:15-07:00,75615,0,0,64.77,0,1
63,2015-10-22 21:20:12-07:00,76812,0,0,64.77,0,1
68,2015-10-22 21:30:12-07:00,77412,0,0,64.77,0,1
61,2015-10-22 21:40:13-07:00,78013,0,0,64.77,0,1
67,2015-10-22 21:50:14-07:00,78614,0,0,64.77,0,1
89,2015-10-22 22:00:14-07:00,79214,0,0,64.22,0,1
69,2015-10-22 22:20:12-07:00,80412,0,0,64.22,0,1
69,2015-10-22 22:30:13-07:00,81013,0,0,64.22,0,1
66,2015-10-22 22:40:14-07:00,81614,0,0,64.22,0,1
63,2015-10-22 22:50:16-07:00,82216,0,0,64.22,0,1
75,2015-10-22 23:00:16-07:00,82816,0,0,63.24,0,1
76,2015-10-22 23:20:13-07:00,84013,0,0,63.24,0,1
59,2015-10-22 23:30:13-07:00,84613,0,0,63.24,0,1
59,2015-10-22 23:40:14-07:00,85214,0,0,63.24,0,1
54,2015-10-22 23:50:15-07:00,85815,0,0,63.24,0,1
51,2015-10-23 00:00:15-07:00,15,0,0,62.49,0,1
46,2015-10-23 00:20:16-07:00,1216,0,0,62.49,0,1
37,2015-10-23 00:30:17-07:00,1817,0,0,62.49,0,1
36,2015-10-23 00:40:18-07:00,2418,0,0,62.49,0,1
32,2015-10-23 00:50:18-07:00,3018,0,0,62.49,0,1
23,2015-10-23 01:00:19-07:00,3619,0,0,62,0,1
0,2015-10-23 05:20:37-07:00,19237,0,0,60.73,0,1
1,2015-10-23 05:30:38-07:00,19838,0,0,60.73,0,1
1,2015-10-23 05:40:40-07:00,20440,0,0,60.73,0,1
2,2015-10-23 05:50:41-07:00,21041,0,0,60.73,0,1
7,2015-10-23 06:00:42-07:00,21642,0,0,61.77,0,1
12,2015-10-23 06:20:12-07:00,22812,0,0,61.77,0,1
17,2015-10-23 07:20:12-07:00,26412,0,0,61.8,0,1
21,2015-10-23 07:30:13-07:00,27013,0,0,61.8,0,1
25,2015-10-23 07:40:14-07:00,27614,0,0,61.8,0,1
14,2015-10-23 07:50:14-07:00,28214,0,0,61.8,0,1
36,2015-10-23 08:00:15-07:00,28815,0,0,61.91,0,1
32,2015-10-23 08:20:45-07:00,30045,0,0,61.91,0,1
33,2015-10-23 08:30:46-07:00,30646,0,0,61.91,0,1
39,2015-10-23 08:40:47-07:00,31247,0,0,61.91,0,1
41,2015-10-23 08:50:48-07:00,31848,0,0,61.91,0,1
40,2015-10-23 09:00:48-07:00,32448,0,0,60.42,0,1
37,2015-10-23 09:20:15-07:00,33615,0,0,60.42,0,1
40,2015-10-23 09:30:16-07:00,34216,0,0,60.42,0,1
36,2015-10-23 09:40:17-07:00,34817,0,0,60.42,0,1
48,2015-10-23 09:50:18-07:00,35418,0,0,60.42,0,1
50,2015-10-23 10:00:19-07:00,36019,0,0,61.18,0,1
54,2015-10-23 10:20:28-07:00,37228,0,0,61.18,0,1
46,2015-10-23 10:30:30-07:00,37830,0,0,61.18,0,1
48,2015-10-23 10:40:35-07:00,38435,0,0,61.18,0,1
35,2015-10-23 10:50:36-07:00,39036,0,0,61.18,0,1
54,2015-10-23 11:00:37-07:00,39637,0,0,62.93,0,1
52,2015-10-23 11:20:13-07:00,40813,0,0,62.93,0,1
50,2015-10-23 11:30:14-07:00,41414,0,0,62.93,0,1
60,2015-10-23 11:40:27-07:00,42027,0,0,62.93,0,1
56,2015-10-23 11:50:29-07:00,42629,0,0,62.93,0,1
65,2015-10-23 12:00:31-07:00,43231,0,0,63.87,0,1
59,2015-10-23 12:20:13-07:00,44413,0,0,63.87,0,1
48,2015-10-23 12:30:14-07:00,45014,0,0,63.87,0,1
55,2015-10-23 12:40:15-07:00,45615,0,0,63.87,0,1
59,2015-10-23 12:50:15-07:00,46215,0,0,63.87,0,1
53,2015-10-23 13:00:16-07:00,46816,0,0,66.36,0,1
52,2015-10-23 13:20:14-07:00,48014,0,0,66.36,0,1
58,2015-10-23 13:30:16-07:00,48616,0,0,66.36,0,1
50,2015-10-23 13:40:19-07:00,49219,0,0,66.36,0,1
50,2015-10-23 13:50:21-07:00,49821,0,0,66.36,0,1
44,2015-10-23 14:00:22-07:00,50422,0,0,68.68,0,1
44,2015-10-23 14:20:12-07:00,51612,0,0,68.68,0,1
56,2015-10-23 14:30:14-07:00,52214,0,0,68.68,0,1
51,2015-10-23 14:40:19-07:00,52819,0,0,68.68,0,1
50,2015-10-23 14:50:28-07:00,53428,0,0,68.68,0,1
66,2015-10-23 15:00:30-07:00,54030,0,0,67.88,0,1
68,2015-10-23 15:20:28-07:00,55228,0,0,67.88,0,1
74,2015-10-23 15:30:38-07:00,55838,0,0,67.88,0,1
51,2015-10-23 15:40:40-07:00,56440,0,0,67.88,0,1
63,2015-10-23 15:50:45-07:00,57045,0,0,67.88,0,1
59,2015-10-23 16:00:47-07:00,57647,0,0,68,0,1
67,2015-10-23 16:20:25-07:00,58825,0,0,68,0,1
82,2015-10-23 16:30:32-07:00,59432,0,0,68,0,1
84,2015-10-23 16:40:36-07:00,60036,0,0,68,0,1
79,2015-10-23 16:50:42-07:00,60642,0,0,68,0,1
90,2015-10-23 17:00:43-07:00,61243,0,0,67.15,0,1
78,2015-10-23 17:23:31-07:00,62611,0,0,67.15,0,1
102,2015-10-23 17:35:36-07:00,63336,0,0,67.15,0,1
91,2015-10-23 17:45:37-07:00,63937,0,0,67.15,0,1
88,2015-10-23 17:55:38-07:00,64538,0,0,67.15,0,1
81,2015-10-23 18:20:12-07:00,66012,0,0,65.46,0,1
83,2015-10-23 18:30:13-07:00,66613,0,0,65.46,0,1
88,2015-10-23 18:40:13-07:00,67213,0,0,65.46,0,1
77,2015-10-23 18:50:14-07:00,67814,0,0,65.46,0,1
78,2015-10-23 19:00:15-07:00,68415,0,0,63.74,0,1
67,2015-10-23 19:20:12-07:00,69612,0,0,63.74,0,1
60,2015-10-23 19:30:13-07:00,70213,0,0,63.74,0,1
80,2015-10-23 19:40:15-07:00,70815,0,0,63.74,0,1
69,2015-10-23 19:50:16-07:00,71416,0,0,63.74,0,1
77,2015-10-23 20:00:17-07:00,72017,0,0,63.22,0,1
54,2015-10-23 20:20:11-07:00,73211,0,0,63.22,0,1
45,2015-10-23 20:30:12-07:00,73812,0,0,63.22,0,1
65,2015-10-23 20:40:13-07:00,74413,0,0,63.22,0,1
66,2015-10-23 20:50:13-07:00,75013,0,0,63.22,0,1
51,2015-10-23 21:00:14-07:00,75614,0,0,62.97,0,1
60,2015-10-23 21:20:12-07:00,76812,0,0,62.97,0,1
45,2015-10-23 21:30:12-07:00,77412,0,0,62.97,0,1
47,2015-10-23 21:40:13-07:00,78013,0,0,62.97,0,1
52,2015-10-23 21:50:13-07:00,78613,0,0,62.97,0,1
63,2015-10-23 22:00:14-07:00,79214,0,0,61.51,0,1
54,2015-10-23 22:20:12-07:00,80412,0,0,61.51,0,1
56,2015-10-23 22:30:12-07:00,81012,0,0,61.51,0,1
49,2015-10-23 22:40:13-07:00,81613,0,0,61.51,0,1
39,2015-10-23 22:50:15-07:00,82215,0,0,61.51,0,1
39,2015-10-23 23:00:15-07:00,82815,0,0,60.49,0,1
5,2015-10-23 23:20:11-07:00,84011,0,0,60.49,0,1
1,2015-10-23 23:30:12-07:00,84612,0,0,60.49,0,1
0,2015-10-23 23:40:12-07:00,85212,0,0,60.49,0,1
0,2015-10-23 23:50:13-07:00,85813,0,0,60.49,0,1
0,2015-10-24 00:00:13-07:00,13,1,0,59.73,0,1
1,2015-10-24 00:20:12-07:00,1212,1,0,59.73,0,1
0,2015-10-24 00:30:12-07:00,1812,1,0,59.73,0,1
1,2015-10-24 00:40:13-07:00,2413,1,0,59.73,0,1
0,2015-10-24 00:50:13-07:00,3013,1,0,59.73,0,1
0,2015-10-24 01:00:14-07:00,3614,1,0,58.96,0,1
0,2015-10-24 05:20:12-07:00,19212,1,0,58.34,0,1
3,2015-10-24 05:30:12-07:00,19812,1,0,58.34,0,1
1,2015-10-24 05:40:12-07:00,20412,1,0,58.34,0,1
2,2015-10-24 05:50:13-07:00,21013,1,0,58.34,0,1
2,2015-10-24 06:00:13-07:00,21613,1,0,59.09,0,1
1,2015-10-24 06:20:12-07:00,22812,1,0,59.09,0,1
0,2015-10-24 06:30:12-07:00,23412,1,0,59.09,0,1
0,2015-10-24 06:40:13-07:00,24013,1,0,59.09,0,1
3,2015-10-24 06:50:13-07:00,24613,1,0,59.09,0,1
1,2015-10-24 07:00:14-07:00,25214,1,0,59,0,1
2,2015-10-24 07:20:12-07:00,26412,1,0,59,0,1
2,2015-10-24 07:30:12-07:00,27012,1,0,59,0,1
3,2015-10-24 07:40:12-07:00,27612,1,0,59,0,1
5,2015-10-24 07:50:15-07:00,28215,1,0,59,0,1
10,2015-10-24 08:00:16-07:00,28816,1,0,60,0,1
16,2015-10-24 08:20:11-07:00,30011,1,0,60,0,1
23,2015-10-24 08:30:12-07:00,30612,1,0,60,0,1
33,2015-10-24 08:40:12-07:00,31212,1,0,60,0,1
32,2015-10-24 08:50:13-07:00,31813,1,0,60,0,1
44,2015-10-24 09:00:13-07:00,32413,1,0,61.95,0,1
36,2015-10-24 09:20:12-07:00,33612,1,0,61.95,0,1
39,2015-10-24 09:30:13-07:00,34213,1,0,61.95,0,1
41,2015-10-24 09:40:13-07:00,34813,1,0,61.95,0,1
44,2015-10-24 09:50:14-07:00,35414,1,0,61.95,0,1
41,2015-10-24 10:00:14-07:00,36014,1,0,62.42,0,1
48,2015-10-24 10:20:12-07:00,37212,1,0,62.42,0,1
35,2015-10-24 10:30:12-07:00,37812,1,0,62.42,0,1
34,2015-10-24 10:40:13-07:00,38413,1,0,62.42,0,1
31,2015-10-24 10:50:13-07:00,39013,1,0,62.42,0,1
37,2015-10-24 11:00:14-07:00,39614,1,0,64.32,0,1
38,2015-10-24 11:20:12-07:00,40812,1,0,64.32,0,1
28,2015-10-24 11:30:12-07:00,41412,1,0,64.32,0,1
40,2015-10-24 11:40:13-07:00,42013,1,0,64.32,0,1
44,2015-10-24 11:50:14-07:00,42614,1,0,64.32,0,1
41,2015-10-24 12:00:14-07:00,43214,1,0,66.63,0,1
37,2015-10-24 12:20:11-07:00,44411,1,0,66.63,0,1
47,2015-10-24 12:30:12-07:00,45012,1,0,66.63,0,1
48,2015-10-24 12:40:12-07:00,45612,1,0,66.63,0,1
48,2015-10-24 12:50:13-07:00,46213,1,0,66.63,0,1
40,2015-10-24 13:00:14-07:00,46814,1,0,68.26,0,1
42,2015-10-24 13:20:12-07:00,48012,1,0,68.26,0,1
45,2015-10-24 13:30:12-07:00,48612,1,0,68.26,0,1
44,2015-10-24 13:40:13-07:00,49213,1,0,68.26,0,1
38,2015-10-24 13:50:13-07:00,49813,1,0,68.26,0,1
42,2015-10-24 14:00:14-07:00,50414,1,0,66.19,0,1
41,2015-10-24 14:20:12-07:00,51612,1,0,66.19,0,1
52,2015-10-24 14:30:12-07:00,52212,1,0,66.19,0,1
42,2015-10-24 14:40:13-07:00,52813,1,0,66.19,0,1
42,2015-10-24 14:50:13-07:00,53413,1,0,66.19,0,1
46,2015-10-24 15:00:14-07:00,54014,1,0,66.72,0,1
47,2015-10-24 15:20:11-07:00,55211,1,0,66.72,0,1
57,2015-10-24 15:30:12-07:00,55812,1,0,66.72,0,1
52,2015-10-24 15:40:13-07:00,56413,1,0,66.72,0,1
43,2015-10-24 15:50:14-07:00,57014,1,0,66.72,0,1
41,2015-10-24 16:00:14-07:00,57614,1,0,67.51,0,1
55,2015-10-24 16:20:12-07:00,58812,1,0,67.51,0,1
43,2015-10-24 16:30:13-07:00,59413,1,0,67.51,0,1
44,2015-10-24 16:40:13-07:00,60013,1,0,67.51,0,1
41,2015-10-24 16:50:14-07:00,60614,1,0,67.51,0,1
35,2015-10-24 17:00:15-07:00,61215,1,0,66.3,0,1
46,2015-10-24 17:20:12-07:00,62412,1,0,66.3,0,1
53,2015-10-24 17:30:13-07:00,63013,1,0,66.3,0,1
52,2015-10-24 17:40:13-07:00,63613,1,0,66.3,0,1
55,2015-10-24 17:50:15-07:00,64215,1,0,66.3,0,1
56,2015-10-24 18:00:15-07:00,64815,1,0,65.29,0,1
47,2015-10-24 18:20:12-07:00,66012,1,0,65.29,0,1
54,2015-10-24 18:30:13-07:00,66613,1,0,65.29,0,1
67,2015-10-24 18:40:14-07:00,67214,1,0,65.29,0,1
58,2015-10-24 18:50:15-07:00,67815,1,0,65.29,0,1
63,2015-10-24 19:00:16-07:00,68416,1,0,63.76,0,1
48,2015-10-24 19:20:12-07:00,69612,1,0,63.76,0,1
47,2015-10-24 19:30:12-07:00,70212,1,0,63.76,0,1
46,2015-10-24 19:40:13-07:00,70813,1,0,63.76,0,1
45,2015-10-24 19:50:14-07:00,71414,1,0,63.76,0,1
47,2015-10-24 20:00:14-07:00,72014,1,0,63.24,0,1
40,2015-10-24 20:20:11-07:00,73211,1,0,63.24,0,1
33,2015-10-24 20:30:12-07:00,73812,1,0,63.24,0,1
41,2015-10-24 20:40:12-07:00,74412,1,0,63.24,0,1
46,2015-10-24 20:50:13-07:00,75013,1,0,63.24,0,1
51,2015-10-24 21:00:13-07:00,75613,1,0,62.55,0,1
57,2015-10-24 21:20:12-07:00,76812,1,0,62.55,0,1
