Varietal,Name,Excerpt,Price,Points,Location,Description,Alcohol,Year,Character Count,Country,Points Per Dollar,Points/Character,Characte/Dollar
Riesling,Henri Schoenheitz 2012 Herrenreben Riesling (Alsace),"This is a single-vineyard wine, one of a range of three Rieslings ...",$20.00,88,Alsace,"This is a single-vineyard wine, one of a range of three Rieslings from Schoenheitz. It is attractively perfumed with white flowers and fruit blossom. The acidity and zesty texture balance the off-dry flavors. Crisp apples add to the fresh-while-structured character. Drink now, although it will be better from 2016.",13%,2012,315,France,4.4,0.279365079365079,15.75
Riesling,Keuka Lake Vineyards 2012 Dry Riesling (Finger Lakes),Whiffs of pine forest lend a pristine alpine feel to this bold ...,$18.00,88,Finger Lakes,"Whiffs of pine forest lend a pristine alpine feel to this bold dry Riesling. The palate is concentrated, with sun-streaked tones of pineapple and peach balanced by bristling lemon-lime acidity. The finish is moderately long with a lingering honeycomb note.",13%,2012,256,USA,4.88888888888889,0.34375,14.2222222222222
Riesling,Biecher & Schaal 2013 Rangen de Thann Grand Cru Riesling (Alsace Grand Cru),"A fragrant, fruity wine from the southernmost of the Alsace Grand Crus. ...",$50.00,88,Alsace,"A fragrant, fruity wine from the southernmost of the Alsace Grand Crus. While it misses some of the grandeur of other wines from this vineyard, it has attractive citrus and apple fruits and a hint of minerality. The wine will age, so wait until 2016.",12%,2013,250,France,1.76,0.352,5
Riesling,Biecher & Schaal 2013 Sommerberg Grand Cru Riesling (Alsace Grand Cru),"Surprisingly rounded for a young wine from a Grand Cru, this is ...",$30.00,87,Alsace,"Surprisingly rounded for a young wine from a Grand Cru, this is fruity, fresh and ripe. It offers white fruits and a tang of marmalade orange peel, and displays the minerality of the vineyard. Drink from 2015.",12%,2013,209,France,2.9,0.416267942583732,6.96666666666667
Riesling,Domaine Zinck 2013 Portrait Riesling (Alsace),"While the wine is bone-dry, its soft character keeps it from being ...",$17.00,87,Alsace,"While the wine is bone-dry, its soft character keeps it from being too steely and tight. Aromatic and fresh, it has delicious, juicy apple and green plum flavors. Drink from 2015.",12%,2013,179,France,5.11764705882353,0.486033519553073,10.5294117647059
Riesling,Lakewood 2013 3Generations Riesling (Finger Lakes),"Candlewax and honeycomb melt into notes of lemon rind, orange blossom and ...",$20.00,87,Finger Lakes,"Candlewax and honeycomb melt into notes of lemon rind, orange blossom and potpourri on this aromatic dry Riesling. Lemon-lime acidity is bracing on the palate, but layers of honey, tangerine and black tea give the finish length and complexity.",12%,2013,243,USA,4.35,0.358024691358025,12.15
Riesling,La Cave des Vignerons de Pfaffenheim 2012 Pfaff Tradition Riesling (Alsace),"With immediately attractive white flower aromas, this is a delicate, fruity and ...",$16.00,87,Alsace,"With immediately attractive white flower aromas, this is a delicate, fruity and lightly textured wine. The trio of flavors includes citrus, lime zest and squeezed pink grapefruit, with fresh juicy acidity that gives a clean, bright aftertaste.",12%,2012,243,France,5.4375,0.358024691358025,15.1875
Riesling,Waterbrook 2013 Reserve Riesling (Columbia Valley (WA)),"A vibrantly aromatic wine with notes of apricot, tangerine and white flower. ...",$12.00,87,Columbia Valley,"A vibrantly aromatic wine with notes of apricot, tangerine and white flower. It drinks medium sweet with abundant jasmine and stone fruit notes that linger on the finish.",12%,2013,170,USA,7.25,0.511764705882353,14.1666666666667
Riesling,Benmarl 2012 Semi-Dry Riesling (Seneca Lake),"While the nose is a bit muted, with faint hints of pressed ...",$18.00,87,Finger Lakes,"While the nose is a bit muted, with faint hints of pressed apple and honey, the palate of this bristling semi-dry Riesling is bright in Meyer lemon, tangerine and fresh apple flavors. Finishes crisp and mineral.",12%,2012,211,USA,4.83333333333333,0.412322274881517,11.7222222222222
Riesling,Cave de Beblenheim 2012 Heimberger Vieilles Vignes Riesling (Alsace),A perfumed wine that is spicy as well as crisp. It is ...,$15.00,87,Alsace,"A perfumed wine that is spicy as well as crisp. It is full of ripe apples and hedgerow fruits, with a spring in its texture and a bright acidity at the end. The aftertaste shows more of the spiciness as well as a touch of typical Riesling steeliness.",12%,2012,250,France,5.8,0.348,16.6666666666667
Riesling,Domaine Jean-Luc Mader 2013 Riesling (Alsace),"Totally refreshing as well as structured, this offers great acidity, lime and ...",$21.00,87,Alsace,"Totally refreshing as well as structured, this offers great acidity, lime and grapefruit flavors, crisp and bright texture and a lively aftertaste. Clean and fruity, this will be good to drink from 2015.",13%,2013,203,France,4.14285714285714,0.428571428571429,9.66666666666667
Riesling,Swedish Hill 2013 Blue Waters Riesling (Finger Lakes),"Dusty crushed stone notes accent fresh lemon, white peach and blossom on ...",$14.00,87,Finger Lakes,"Dusty crushed stone notes accent fresh lemon, white peach and blossom on this delicate semi-dry Riesling. The palate is forward and fruity, supporting ripe tangerine and mango flavors, but a touch of saffron and pollen lends earthiness to the finish.",12%,2013,250,USA,6.21428571428571,0.348,17.8571428571429
Riesling,Biecher & Schaal 2013 Kastelberg Grand Cru Riesling (Alsace Grand Cru),"Still young, this is a fruity, soft wine. It has some floral ...",$30.00,86,Alsace,"Still young, this is a fruity, soft wine. It has some floral character, layers of lemon juice and aromatic acidity. It seems to miss the power of a Grand Cru, instead being an easy, fresh wine to drink from 2015.",12%,2013,212,France,2.86666666666667,0.405660377358491,7.06666666666667
Riesling,Keuka Lake Vineyards 2012 Falling Man Vineyard Dry Riesling (Finger Lakes),"Mint and fresh, leafy notes lend a cool, green tone to pressed ...",$30.00,86,Finger Lakes,"Mint and fresh, leafy notes lend a cool, green tone to pressed apple and pear flavors in this dry, medium-bodied Riesling. Fruit flavors are demure in concentration, but piercing lemon acidity makes it refreshing and crisp.",12%,2012,223,USA,2.86666666666667,0.385650224215247,7.43333333333333
Riesling,Swedish Hill 2013 Dry Riesling (Finger Lakes),While the nose is exuberant and tropical with swirls of mango and ...,$16.00,86,Finger Lakes,"While the nose is exuberant and tropical with swirls of mango and pineapple, the palate of this dry Riesling is surprisingly dainty. Crisp pear and tangerine flavors are refreshing and easy drinking through a brisk finish.",12%,2013,222,USA,5.375,0.387387387387387,13.875
Riesling,Fox Run 2013 Silvan Riesling (Seneca Lake),"Whiffs of smoke and dried dill lend a savory, earthy feel to ...",$30.00,86,Finger Lakes,"Whiffs of smoke and dried dill lend a savory, earthy feel to this Frenck oak fermented Riesling. The oak treatment lends broadness to pressed apple and pear flavors, but the finish is brisk.",12%,2013,190,USA,2.86666666666667,0.452631578947368,6.33333333333333
Riesling,Joseph Fritsch 2013 Riesling (Alsace),"Joseph Fritsch produces wines in a modern, crisp and clean style. This ...",$17.00,86,Alsace,"Joseph Fritsch produces wines in a modern, crisp and clean style. This Riesling with its bright fruits and lively acidity fits that pattern. It has the freshest acidity, sliced green apple flavors and a tight, tangy aftertaste.",12%,2013,227,France,5.05882352941176,0.378854625550661,13.3529411764706
Riesling,Kuentz-Bas 2012 Tradition Riesling (Alsace),"This is a delicate, fruity and very fragrant wine. It is ready ...",$17.00,86,Alsace,"This is a delicate, fruity and very fragrant wine. It is ready to drink, with its light and crisp acidity and shot of steel in the texture. The wine is fresh and refreshing.",12%,2012,173,France,5.05882352941176,0.497109826589595,10.1764705882353
Riesling,Keuka Lake Vineyards 2012 Eastside Dry Riesling (Finger Lakes),Wisps of smoke and nuts add savoriness to bright lemon and peach ...,$24.00,86,Finger Lakes,"Wisps of smoke and nuts add savoriness to bright lemon and peach flavors in this dry, full-bodied Riesling. The palate lacks robust flavor concentration, but balances voluminous body with striking lemon-lime acidity. Finishes moderately long.",13%,2012,242,USA,3.58333333333333,0.355371900826446,10.0833333333333
Riesling,Wolfberger 2013 Signature Riesling (Alsace),"Not quite dry, this wine is all about fruit. The fresh citrus ...",$15.00,86,Alsace,"Not quite dry, this wine is all about fruit. The fresh citrus character cuts through the mineral texture and gives a tangy, zesty feel. Wait until mid-2015 before drinking.",12%,2013,172,France,5.73333333333333,0.5,11.4666666666667
Riesling,Helfrich 2013 Riesling (Alsace),"The wine is crisp, lightly fruity with good acidity and a bright, ...",$17.00,85,Alsace,"The wine is crisp, lightly fruity with good acidity and a bright, tight texture. Apple and lime juice fruit flavors give a fresh, crisp aftertaste. Drink from 2015.",12%,2013,164,France,5,0.518292682926829,9.64705882352941
Riesling,Heron Hill 2013 Dry Riesling (Finger Lakes),Delicate notes of bramble and stem waft from nose to finish on ...,$14.00,85,Finger Lakes,"Delicate notes of bramble and stem waft from nose to finish on this dry, medium-bodied Riesling. Tart lemon and crunchy pear keep the palate quaffable and crisp.",12%,2013,161,USA,6.07142857142857,0.527950310559006,11.5
Riesling,Tousey 2012 Dry Riesling (Hudson River Region),"Hints of pine frond lend a foresty feel to this dry, zesty ...",$21.00,85,New York,"Hints of pine frond lend a foresty feel to this dry, zesty Riesling. Light on its feet and delicately concentrated in flavors of fresh apple and pear, it finishes briskly on a dusty, stony mineral note.",12%,2012,202,USA,4.04761904761905,0.420792079207921,9.61904761904762
Riesling,Jean Becker 2013 Hagenschlauf Riesling (Alsace),"Soft and off-dry in character, this is a fruity, light-hearted Riesling. Bright ...",,85,Alsace,"Soft and off-dry in character, this is a fruity, light-hearted Riesling. Bright creamed apple and pear flavors are cut with refreshing acidity. The wine is young, although ready to drink.",12%,2013,187,France,,0.454545454545455,
Riesling,Cave de Kientzheim-Kaysersberg 2012 Anne de K Patergarten Old Vines Riesling (Alsace),"This is a soft and rounded wine. Just off dry, it has ...",$20.00,85,Alsace,"This is a soft and rounded wine. Just off dry, it has apple and pear fruits with balancing acidity. Everything is in moderation, giving a wine that is drinkable now with a bright aftertaste.",12%,2012,190,France,4.25,0.447368421052632,9.5
Riesling,Vieil Armand 2013 Tradition Riesling (Alsace),Lemon and summer flower aromas set the scene for this fresh and ...,$13.00,84,Alsace,"Lemon and summer flower aromas set the scene for this fresh and attractive wine. It is light and bright, dry while also fruity. Acidity and a crisp texture give it a lively aftertaste.",12%,2013,184,France,6.46153846153846,0.456521739130435,14.1538461538462
Riesling,Louis Guntrum 2012 Oppenheim Herrenberg Auslese Riesling (Rheinhessen),"Dusty, earthy, soil and mineral notes lend complexity to sprightly lemon and ...",$28.00,91,Germany,"Dusty, earthy, soil and mineral notes lend complexity to sprightly lemon and honey aromas on this sweet, concentrated Riesling. The palate reverberates with tangy citrus flavors that cap off on a lingering kiss of honeysuckle.",8%,2012,226,Germany,3.25,0.402654867256637,8.07142857142857
Riesling,Dr. H. Thanisch (Erben Thanisch) 2012 Berncasteler Doctor Auslese Riesling (Mosel),Scents of honey and freshly pressed apples waft from this delicate sweet ...,$95.00,91,Germany,"Scents of honey and freshly pressed apples waft from this delicate sweet Riesling. Bright, sunny peach flavor dominates the palate, but is pierced with a startling vein of lemon acidity. Finishes a savory with lingering notes of pollen and spice.",7%,2012,246,Germany,0.957894736842105,0.369918699186992,2.58947368421053
Riesling,Dr. H. Thanisch (Erben Thanisch) 2012 Berncasteler Doctor Kabinett Riesling (Mosel),Dusty mineral notes accent aromas of fresh lemon and pear on this ...,$50.00,90,Germany,"Dusty mineral notes accent aromas of fresh lemon and pear on this racy, light-footed Riesling. The palate is sweet with ripe grapefruit and Meyer lemon flavors, but touched with earthy hints of pollen and saffron that linger on the finish.",8%,2012,239,Germany,1.8,0.376569037656904,4.78
Riesling,Dr. Heidemanns-Bergweiler 2013 Bernkasteler Badstube Kabinett Riesling (Mosel),"Zesty tangerine and lemon peels accent citrus-blossom aromas on this pert, light-bodied ...",$18.00,90,Germany,"Zesty tangerine and lemon peels accent citrus-blossom aromas on this pert, light-bodied Riesling. Off dry in style, the palate showcases layers of sweet yellow peach and apricot dusted with earthy pollen and saffron. A shock of pineapple acidity extends the finish.",8%,2013,265,Germany,5,0.339622641509434,14.7222222222222
Riesling,Dr. H. Thanisch (Erben Thanisch) 2012 Bernkasteler Badstube Auslese Riesling (Mosel),"Pristine apple and lemon aromas are glazed with honey on this sprightly, ...",$53.00,90,Germany,"Pristine apple and lemon aromas are glazed with honey on this sprightly, fresh sweet Riesling. The palate gushes with juicy nectarine and peach flavors, but maintains brisk composure from start to finish.",8%,2012,204,Germany,1.69811320754717,0.441176470588235,3.84905660377358
Riesling,Dr. Hermann 2012 From the Slate Off Dry Riesling (Mosel),Delicate whiffs of orange blossom and honeycomb scent this slightly off-dry Riesling. ...,$19.00,90,Germany,"Delicate whiffs of orange blossom and honeycomb scent this slightly off-dry Riesling. The palate is ripe with honey and peach, but elegantly balanced with lime acidity and a lingering touch of crushed-stone minerality.",11%,2012,218,Germany,4.73684210526316,0.412844036697248,11.4736842105263
Riesling,Friedrich-Wilhelm-Gymnasium 2012 Fritz Willi Riesling (Mosel),Earthy aromas of soil and petrol blow off to reveal prettier notes ...,$17.00,90,Germany,"Earthy aromas of soil and petrol blow off to reveal prettier notes of yellow cherry and honeycomb on this elegant, delicately nuanced Riesling. Dry in style yet delicate in body, it balances lush stone-fruit flavor with elegant streaks of lime and crushed minerals.",11%,2012,265,Germany,5.29411764705882,0.339622641509434,15.5882352941176
Riesling,Dr. Heidemanns-Bergweiler 2013 Bernkasteler alte Badstube am Doctorberg Kabinett Riesling (Mosel),"Wild, tropical fruit aromas are marked with saffron and pollen on the ...",$28.00,89,Germany,"Wild, tropical fruit aromas are marked with saffron and pollen on the nose of this zingy, extroverted Riesling. Off dry in style, the palate is thirst quenching with sunny tangerine and peach flavors lifted by a vein of lemon acidity. Finishes moderately long on a sweet, honeyed note",8%,2013,284,Germany,3.17857142857143,0.313380281690141,10.1428571428571
Riesling,Bollig-Lehnert 2012 Trittenheimer Apotheke Kabinett Riesling (Mosel),"A deep vein of smoke and mineral tones lend a stately, savory ...",$18.00,88,Germany,"A deep vein of smoke and mineral tones lend a stately, savory tone to this semi-sweet Riesling full of juicy pink grapefruit and honey flavors. Spicy, exotic saffron notes linger warmly on the finish.",8%,2012,200,Germany,4.88888888888889,0.44,11.1111111111111
Riesling,Dr. Loosen 2012 Blue Slate Kabinett Riesling (Mosel),Smoke and exotic spice notes accent ripe peach and apple aromas on ...,$22.00,88,Germany,"Smoke and exotic spice notes accent ripe peach and apple aromas on this sprightly off-dry Riesling. The palate reverberates with zesty white-grapefruit and lime flavor, augmented by a sunny streak of honey on the finish.",8%,2012,220,Germany,4,0.4,10
Riesling,Lucashof 2012 Riesling (Pfalz),Supperripe peaches seemed to be dipped in honey on the nose of ...,$14.00,88,Germany,"Supperripe peaches seemed to be dipped in honey on the nose of this dry, voluptuous Riesling. Yellow cherry and plum flavors are plump and fleshy, swirled together on the palate in a viscous, almost oily, slick. Finishes elegantly with a streak of lime and minerals.",12%,2012,266,Germany,6.28571428571429,0.330827067669173,19
Riesling,Dr. Loosen 2012 Erdener Treppchen Kabinett Riesling (Mosel),Hints of nuts and pressed apple lend a savory tone to the ...,$28.00,88,Germany,"Hints of nuts and pressed apple lend a savory tone to the nose of this off-dry Riesling, but the palate is fresh and fruity with crisp peach and apricot flavors. Tingly lemon-lime acidity jolts the palate towards a long, mineral-kissed finish.",8%,2012,243,Germany,3.14285714285714,0.362139917695473,8.67857142857143
Riesling,St. Urbans-Hof 2012 Ockfener Bockstein Erste Lage Kabinett Riesling (Mosel),"Whiffs of pollen, saffron and spring ramps lend a savory tone to ...",$22.00,87,Germany,"Whiffs of pollen, saffron and spring ramps lend a savory tone to this semi-sweet Riesling. Waxy orange-peel and tangerine flavors brighten the palate, along with a nervy streak of lemon-lime acidity on the finish.",8%,2012,213,Germany,3.95454545454545,0.408450704225352,9.68181818181818
Riesling,Blue Fish 2012 Original Riesling (Pfalz),Fresh apple and pear aromas are touched with honey and saffron on ...,$10.00,87,Germany,"Fresh apple and pear aromas are touched with honey and saffron on this dry, easy drinking Riesling. Juicy peach and apple flavors are ripe on the palate, but fringed with a bristle of lemon zest and acid that reverberate on the finish.",12%,2012,235,Germany,8.7,0.370212765957447,23.5
Riesling,Dr. Loosen 2012 Red Slate Dry Riesling (Mosel),Whiffs of lanolin and honey lend warmth to zesty lime aromas on ...,$18.00,87,Germany,"Whiffs of lanolin and honey lend warmth to zesty lime aromas on this dry, briskly structured Riesling. The palate is fresh like an alpine forest, showing delicate notes of pine frond and grass. It finishes briskly with cutting lemon and apple flavors.",12%,2012,251,Germany,4.83333333333333,0.346613545816733,13.9444444444444
Riesling,Dr. Pauly Bergweiler 2012 Noble House Riesling (Mosel),Dusty tones of crushed rock and soil lend a savory impression to ...,$12.00,87,Germany,"Dusty tones of crushed rock and soil lend a savory impression to this off-dry Riesling. The palate, by contrast, is unctuously fruity, accented with sweet peach and apricot flavors. Sunny and bright, it finishes with a shower of soft Meyer-lemon acidity.",9%,2012,254,Germany,7.25,0.34251968503937,21.1666666666667
Riesling,Leonard Kreusch 2012 Riesling (Mosel),Smoke and mineral tones lend a savoriness to flavors of pressed apples ...,$12.00,86,Germany,Smoke and mineral tones lend a savoriness to flavors of pressed apples and pears on this slightly rustic Riesling. The palate is sweet and sunny with brisk apple cider flavor touched with dried sage and spice.,9%,2012,209,Germany,7.16666666666667,0.411483253588517,17.4166666666667
Riesling,Dr. Hermann 2012 Erdener Treppchen Kabinett Riesling (Mosel),Smoke and savory spice notes waft from this semi-sweet Riesling. Ripe peach ...,$22.00,86,Germany,"Smoke and savory spice notes waft from this semi-sweet Riesling. Ripe peach and grapefruit notes are juicy on the palate, accented by zesty lime acidity and a delicate mineral finish.",8%,2012,183,Germany,3.90909090909091,0.469945355191257,8.31818181818182
Riesling,Reichsgraf von Kesselstatt 2012 Wiltinger Trocken Riesling (Mosel),Intense aromas of savory spice and smoke lend a mysterious tone to ...,$30.00,85,Germany,"Intense aromas of savory spice and smoke lend a mysterious tone to flavors of pressed apple and pear in this dry, medium-bodied Riesling. The palate is bright with lemon-lime acidity, but finishes on a dusty mineral note.",12%,2012,221,Germany,2.83333333333333,0.384615384615385,7.36666666666667
Riesling,Poet's Leap 2013 Riesling (Columbia Valley (WA)),"One of the consistently finest Rieslings from the state, this is technically ...",$20.00,93,Columbia Valley,"One of the consistently finest Rieslings from the state, this is technically off dry, but feels dry given its exceptional acidity. Elegant citrus and floral aromas introduce a dense, textural midpalate. A showcase of style and panache, its layered citrus and stone fruits bring both skin and flesh flavors into focus.",13%,2013,317,USA,4.65,0.293375394321767,15.85
Riesling,Chateau Ste. Michelle 2013 Cold Creek Vineyard Riesling (Columbia Valley (WA)),"Production has zoomed to almost 11,000 cases, but the quality remains. Deep, ...",$18.00,92,Columbia Valley,"Production has zoomed to almost 11,000 cases, but the quality remains. Deep, delicious flavors of melon, grapefruit and kiwi anchor the wine. The sensation of wet rocks and bracing minerality runs alongside the lip-smacking fruit. Perfectly ripe, dense and wonderfully sappy, this is a real gem.",12%,2013,295,USA,5.11111111111111,0.311864406779661,16.3888888888889
Riesling,Finn Hill 2013 The Gnome Riesling (Columbia Valley (WA)),"Expressively aromatic, this is sourced from the Lawrence Vineyards on the Royal ...",$18.00,91,Columbia Valley,"Expressively aromatic, this is sourced from the Lawrence Vineyards on the Royal Slope. It bursts from the glass with scents of body powder, lilacs and lemon oil. It gracefully weaves those accents into a rich body with floral, citrus and tree fruit flavors, rounded off with just a hint of residual sugar. Still medium dry, this is a versatile wine to sip and enjoy solo or with light picnic foods.",12%,2013,398,USA,5.05555555555556,0.228643216080402,22.1111111111111
Riesling,Milbrandt 2013 Traditions Evergreen Vineyard Riesling (Columbia Valley (WA)),"Sourced from an outstanding vineyard, this juicy, spicy, zesty Riesling shows terrific ...",$13.00,90,Columbia Valley,"Sourced from an outstanding vineyard, this juicy, spicy, zesty Riesling shows terrific balance and lively acidity. A mix of peach, green apple and Key lime fruit anchors a thoroughly refreshing wine, with just a touch of residual sugar.",12%,2013,236,USA,6.92307692307692,0.38135593220339,18.1538461538462
Riesling,Red Tail Ridge 2013 RTR Estate Vineyard Riesling (Finger Lakes),"Fresh and citrusy in notes of lime zest and tangerine, this is ...",$16.00,90,Finger Lakes,"Fresh and citrusy in notes of lime zest and tangerine, this is a juicy, concentrated off-dry Riesling. On the palate, apples and pears are tinged with honey, spice and a bracing lemon-lime acidity. Luscious in mouthfeel yet irresistibly quaffable.",12%,2013,247,USA,5.625,0.364372469635628,15.4375
Riesling,Knapp 2013 Dry Riesling (Finger Lakes),"Lemony fresh on the nose with hints of wildflower and berry, this ...",$16.00,89,Finger Lakes,"Lemony fresh on the nose with hints of wildflower and berry, this juicy, off-dry Riesling is full of floral, fruity opulence. Lush with peach nectar, it finishes moderately long with a shock of lime juice and lime zest flavors.",12%,2013,227,USA,5.5625,0.392070484581498,14.1875
Riesling,14 Hands 2013 Riesling (Washington),In just a few years 14 Hands Riesling production has jumped from ...,$10.00,88,Washington,"In just a few years 14 Hands Riesling production has jumped from around 15,000 to more than 700,000 cases. Clearly the brand is doing something that consumers love. This is a fairly dry style, with forward, fruity flavors of ripe orange, apple and apricot. The length and concentration are spot on.",12%,2013,298,USA,8.8,0.295302013422819,29.8
Riesling,Six Mile Creek 2012 Riesling (Finger Lakes),Whiffs of lemon and honey brighten notes of savory pressed apples on ...,$15.00,88,Finger Lakes,"Whiffs of lemon and honey brighten notes of savory pressed apples on this tart, zesty Riesling. The palate is fruity with elegant tones of fresh peach and apricot, and finishes long with hints of lime and herb on the finish.",12%,2012,224,USA,5.86666666666667,0.392857142857143,14.9333333333333
Riesling,Glenora 2013 Dry Riesling (Finger Lakes),Heady orange blossom and lemon zest perfume this dry yet lusciously fruity ...,$15.00,88,Finger Lakes,"Heady orange blossom and lemon zest perfume this dry yet lusciously fruity Riesling. The palate is richly concentrated with peach and apricot flavors, but kept on edge with cutting lime acidity. The finish lingers, with a waxy honeycomb note.",12%,2013,242,USA,5.86666666666667,0.363636363636364,16.1333333333333
Riesling,Maryhill 2013 Riesling (Columbia Valley (WA)),"Sourced entirely from the Milbrandt vineyards, this is a riot of honey, ...",$10.00,88,Columbia Valley,"Sourced entirely from the Milbrandt vineyards, this is a riot of honey, tea and mint highlights, with excellent acidity and ripe tree fruits. The length and density are outstanding for this price point.",13%,2013,202,USA,8.8,0.435643564356436,20.2
Riesling,Alexandria Nicole 2012 Destiny Ridge Vineyard Riesling (Horse Heaven Hills),"One would like to see more aromatics, considering the variety, but it ...",$16.00,87,Columbia Valley,"One would like to see more aromatics, considering the variety, but it remains enjoyable with a lightly spritzy palate with off-dry red-apple and stone-fruit flavors. A straightforward, easy drinker.",13%,2012,198,USA,5.4375,0.439393939393939,12.375
Riesling,Influence 2012 Riesling (New York),Dusty mineral tones accent bright peach and apricot flavors on this slightly ...,$19.00,86,New York,"Dusty mineral tones accent bright peach and apricot flavors on this slightly off-dry Riesling. Tart lemon-lime acidity lends brightness to the palate, extending a finish flecked with dried, savory herbs.",12%,2012,203,USA,4.52631578947368,0.423645320197044,10.6842105263158
Riesling,Lamoreaux Landing 2013 Round Rock Vineyard Riesling (Finger Lakes),"This pretty, aromatic Riesling is lush with cherry-blossom and berry scents that ...",$20.00,86,Finger Lakes,"This pretty, aromatic Riesling is lush with cherry-blossom and berry scents that mingle lusciously into layers of wax and lanolin. By contrast, the palate is crisp and bracing with tones of lemon and lime acidity.",12%,2013,213,USA,4.3,0.403755868544601,10.65
Riesling,Obelisco Estate 2013 Riesling (Columbia Valley (WA)),"Sourced from the Dineen vineyard, this is unusually tart, almost sour, and ...",$22.00,86,Columbia Valley,"Sourced from the Dineen vineyard, this is unusually tart, almost sour, and feels thin on the palate. Some citrus flavors combine with a light touch of body powder, but overall it comes through as a very racy, light white wine.",12%,2013,226,USA,3.90909090909091,0.380530973451327,10.2727272727273
Riesling,Fulkerson 2012 Semi-Dry Riesling (Finger Lakes),"Smoke and herb waft from this savory, apple-tinged Riesling. The palate is ...",$13.00,84,Finger Lakes,"Smoke and herb waft from this savory, apple-tinged Riesling. The palate is straightforward in style, with pleasant apple and pear flavors highlighted by bright, lemony acidity.",11%,2012,176,USA,6.46153846153846,0.477272727272727,13.5384615384615
Riesling,Seneca Shore NV Amulet Semi-Dry Riesling (Seneca Lake),"Initial hints of earth and dust blow off with aeration, revealing rustic ...",$13.00,83,Finger Lakes,"Initial hints of earth and dust blow off with aeration, revealing rustic apple and pear aromas on this semi-dry Riesling. Ruddy pressed-apple flavors get a jolt of freshness on the palate with a squirt of lemon-lime acidity.",12%,,224,USA,6.38461538461539,0.370535714285714,17.2307692307692
Riesling,Trisaetum 2013 Coast Range Estate Dry Riesling (Yamhill-Carlton District),"This offers a hint of honey in the nose, then moves into ...",$24.00,92,Willamette Valley,"This offers a hint of honey in the nose, then moves into a fresh palate loaded with a full range of yellow fruits. The acidity is spot on, and a suggestion of wet cement adds a hint of mineral to the lengthy finish. Drink now through 2024.",12%,2013,239,USA,3.83333333333333,0.384937238493724,9.95833333333333
Riesling,Kramer 2012 Yamhill Vineyard Riesling (Yamhill-Carlton District),"Sourced from vines approaching 30 years of age, this is quite dry ...",$20.00,89,Willamette Valley,"Sourced from vines approaching 30 years of age, this is quite dry and complex, with plenty of dry extract. Scented with citrus and stone fruits, flavors run more toward apple and pear. The length is impressive.",11%,2012,210,USA,4.45,0.423809523809524,10.5
Riesling,Enjingi 2006 Rajnski Rizling Kasna Berba Suho Riesling (Kutjevo),"This white is medium straw colored, with aromas of dried apricot and ...",$25.00,89,Croatia,"This white is medium straw colored, with aromas of dried apricot and canned peaches. In the mouth, there are lush flavors of fresh and dried stone fruits, followed by a clean, balanced finish.",14%,2006,192,Croatia,3.56,0.463541666666667,7.68
Riesling,Sutcliffe 2012 Riesling (Colorado),"Aromas of quince, piecrust and apricot transfer onto the palate, which feels ...",$25.00,87,Colorado,"Aromas of quince, piecrust and apricot transfer onto the palate, which feels soft, round and intense. Notes of apricot and white strawberry cobbler mark the slightly off-dry finish.",14%,2012,181,USA,3.48,0.480662983425414,7.24
Riesling,Carlson Creek 2012 Sweet Adeline Riesling (Arizona),"Silky and easygoing on the palate, this comes with slightly sweet flavors ...",$19.00,82,Arizona,"Silky and easygoing on the palate, this comes with slightly sweet flavors of shaved apples, pears and tropical fruits.",12%,2012,118,USA,4.31578947368421,0.694915254237288,6.21052631578947
Riesling,Solminer 2013 Riesling (Santa Barbara County),"Chalk, apricot honey and wisps of gasoline lead the aroma profile on ...",$26.00,92,Central Coast,"Chalk, apricot honey and wisps of gasoline lead the aroma profile on this wine from electronic music DJ David deLaski and his wife, Anna. The couple have been making wine since 2012 with the help of Steve Clifton (of Brewer-Clifton &amp; Palmina wines). On the palate, there is strong mandarin orange-driven acidity and remnants of the chalkiness, which together should give the wine aging potential. Drink today or buy a case and try every year to track what will be an insightful evolution.",14%,2013,492,USA,3.53846153846154,0.186991869918699,18.9230769230769
Riesling,Tempus Cellars 2013 Evergreen Vineyard Riesling (Ancient Lakes),"An aromatic wine with abundant notes of ripe white peach, apricot, mineral ...",$18.00,91,Columbia Valley,"An aromatic wine with abundant notes of ripe white peach, apricot, mineral and flowers. It drinks off dry (10.7 g/L residual sugar) with a pleasing sense of tension between the acid and stone fruit flavors leading to a long, persistent finish.",13%,2013,243,USA,5.05555555555556,0.374485596707819,13.5
Riesling,Sheldrake Point 2013 Dry Riesling (Finger Lakes),"While buoyantly fruity with notes of ripe peach, apricot and melon, this ...",$16.00,90,Finger Lakes,"While buoyantly fruity with notes of ripe peach, apricot and melon, this dry, delicately framed Riesling also has an intensely mineral character. On the palate, a shower of crushed stone and lime  acidity pierces through a long, lingering finish.",11%,2013,246,USA,5.625,0.365853658536585,15.375
Riesling,Samson 2012 Riesling (Yakima Valley),"Although slightly off dry, it retains excellent tension and minerality. Pear, peach ...",$15.00,90,Columbia Valley,"Although slightly off dry, it retains excellent tension and minerality. Pear, peach and pineapple fruit flavors combine in an elegant and long-lasting wine.",12%,2012,156,USA,6,0.576923076923077,10.4
